country,state,district,yearcode,dyid,road_sum,districtcode
India,Maharashtra,Latur,2012,Latur2012,.,352
India,Mizoram,Lawngtlai,2013,Lawngtlai2013,40.31,353
India,Mizoram,Lawngtlai,2016,Lawngtlai2016,80.19,353
India,Mizoram,Lawngtlai,2017,Lawngtlai2017,12.1,353
India,Mizoram,Lawngtlai,2018,Lawngtlai2018,205.03,353
India,Ladakh,Leh Ladakh,2012,Leh Ladakh2012,19.11,354
India,Ladakh,Leh Ladakh,2016,Leh Ladakh2016,19.785,354
India,Ladakh,Leh Ladakh,2018,Leh Ladakh2018,139.645,354
India,Arunachal Pradesh,Leparada,2012,Leparada2012,19.65,355
India,Arunachal Pradesh,Leparada,2016,Leparada2016,2.01,355
India,Arunachal Pradesh,Leparada,2017,Leparada2017,30.07,355
India,Arunachal Pradesh,Leparada,2018,Leparada2018,32.07,355
India,Jharkhand,Lohardaga,2011,Lohardaga2011,159.565,356
India,Jharkhand,Lohardaga,2012,Lohardaga2012,8.65,356
India,Jharkhand,Lohardaga,2013,Lohardaga2013,28.89,356
India,Jharkhand,Lohardaga,2016,Lohardaga2016,75.9,356
India,Jharkhand,Lohardaga,2017,Lohardaga2017,56.68,356
India,Jharkhand,Lohardaga,2018,Lohardaga2018,11.49,356
India,Arunachal Pradesh,Longding,2012,Longding2012,101.37,357
India,Arunachal Pradesh,Longding,2013,Longding2013,27.9,357
India,Arunachal Pradesh,Longding,2014,Longding2014,33,357
India,Arunachal Pradesh,Longding,2016,Longding2016,119.285,357
India,Arunachal Pradesh,Longding,2018,Longding2018,66.2,357
India,Nagaland,Longleng,2011,Longleng2011,20,358
India,Nagaland,Longleng,2018,Longleng2018,.,358
India,Arunachal Pradesh,Lower Dibang Valley,2012,Lower Dibang Valley2012,29.41,359
India,Arunachal Pradesh,Lower Dibang Valley,2013,Lower Dibang Valley2013,2,359
India,Arunachal Pradesh,Lower Dibang Valley,2016,Lower Dibang Valley2016,.,359
India,Arunachal Pradesh,Lower Dibang Valley,2018,Lower Dibang Valley2018,50.37,359
India,Arunachal Pradesh,Lower Siang,2012,Lower Siang2012,16.26,360
India,Arunachal Pradesh,Lower Siang,2016,Lower Siang2016,30.07,360
India,Arunachal Pradesh,Lower Siang,2018,Lower Siang2018,113.95,360
India,Arunachal Pradesh,Lower Subansiri,2012,Lower Subansiri2012,.,361
India,Arunachal Pradesh,Lower Subansiri,2013,Lower Subansiri2013,.,361
India,Arunachal Pradesh,Lower Subansiri,2014,Lower Subansiri2014,.,361
India,Arunachal Pradesh,Lower Subansiri,2016,Lower Subansiri2016,.,361
India,Arunachal Pradesh,Lower Subansiri,2018,Lower Subansiri2018,.,361
India,Uttar Pradesh,Lucknow,2011,Lucknow2011,14.26,362
India,Uttar Pradesh,Lucknow,2012,Lucknow2012,76.67,362
India,Uttar Pradesh,Lucknow,2018,Lucknow2018,13.85,362
India,Punjab,Ludhiana,2012,Ludhiana2012,160.48,363
India,Punjab,Ludhiana,2013,Ludhiana2013,38.01,363
India,Punjab,Ludhiana,2014,Ludhiana2014,24.56,363
India,Mizoram,Lunglei,2013,Lunglei2013,51.49,364
India,Mizoram,Lunglei,2016,Lunglei2016,81.724,364
India,Mizoram,Lunglei,2018,Lunglei2018,153.23,364
India,Bihar,Madhepura,2012,Madhepura2012,172.407,365
India,Bihar,Madhepura,2013,Madhepura2013,168.74,365
India,Bihar,Madhepura,2016,Madhepura2016,78.35,365
India,Bihar,Madhepura,2017,Madhepura2017,65.533,365
India,Bihar,Madhepura,2020,Madhepura2020,.,365
India,Bihar,Madhubani,2011,Madhubani2011,.,366
India,Bihar,Madhubani,2012,Madhubani2012,168.579,366
India,Bihar,Madhubani,2013,Madhubani2013,755.88,366
India,Bihar,Madhubani,2016,Madhubani2016,79.776,366
India,Bihar,Madhubani,2017,Madhubani2017,67.001,366
India,Bihar,Madhubani,2018,Madhubani2018,.,366
India,Bihar,Madhubani,2020,Madhubani2020,.,366
India,Tamil Nadu,Madurai,2012,Madurai2012,87.1,367
India,Tamil Nadu,Madurai,2016,Madurai2016,66.453,367
India,Tamil Nadu,Madurai,2018,Madurai2018,14.965,367
India,Telangana,Mahabubabad,2012,Mahabubabad2012,29.56,368
India,Telangana,Mahabubabad,2016,Mahabubabad2016,35.99,368
India,Telangana,Mahabubabad,2017,Mahabubabad2017,141.95,368
India,Uttar Pradesh,Maharajganj,2011,Maharajganj2011,16.76,369
India,Uttar Pradesh,Maharajganj,2012,Maharajganj2012,121.425,369
India,Uttar Pradesh,Maharajganj,2018,Maharajganj2018,12.4,369
India,Chhattisgarh,Mahasamund,2011,Mahasamund2011,82.55,370
India,Chhattisgarh,Mahasamund,2012,Mahasamund2012,47.1,370
India,Chhattisgarh,Mahasamund,2013,Mahasamund2013,154.77,370
India,Chhattisgarh,Mahasamund,2016,Mahasamund2016,33.075,370
India,Chhattisgarh,Mahasamund,2018,Mahasamund2018,.,370
India,Gujarat,Mahesana,2013,Mahesana2013,18.8,371
India,Gujarat,Mahisagar,2012,Mahisagar2012,185.78,372
India,Gujarat,Mahisagar,2013,Mahisagar2013,91.75,372
India,Uttar Pradesh,Mahoba,2012,Mahoba2012,37.3,373
India,Uttar Pradesh,Mainpuri,2012,Mainpuri2012,94.73,374
India,Uttar Pradesh,Mainpuri,2018,Mainpuri2018,5,374
India,Assam,Majuli,2012,Majuli2012,.,375
India,Assam,Majuli,2013,Majuli2013,22.182,375
India,Assam,Majuli,2016,Majuli2016,25.86,375
India,Assam,Majuli,2017,Majuli2017,114.565,375
India,Assam,Majuli,2018,Majuli2018,26.29,375
India,Kerala,Malappuram,2013,Malappuram2013,72.98,376
India,Kerala,Malappuram,2018,Malappuram2018,6.864,376
India,West Bengal,Maldah,2011,Maldah2011,71.102,377
India,West Bengal,Maldah,2012,Maldah2012,281.005,377
India,West Bengal,Maldah,2013,Maldah2013,22.37,377
India,West Bengal,Maldah,2016,Maldah2016,55.891,377
India,West Bengal,Maldah,2017,Maldah2017,440.048,377
India,West Bengal,Maldah,2018,Maldah2018,.,377
India,West Bengal,Maldah,2019,Maldah2019,.,377
India,Punjab,Malerkotla,2012,Malerkotla2012,4.830571,378
India,Odisha,Malkangiri,2011,Malkangiri2011,219.34,379
India,Odisha,Malkangiri,2013,Malkangiri2013,.,379
India,Odisha,Malkangiri,2016,Malkangiri2016,163.62,379
India,Odisha,Malkangiri,2017,Malkangiri2017,15.08,379
India,Odisha,Malkangiri,2018,Malkangiri2018,.,379
India,Mizoram,Mamit,2013,Mamit2013,22.63,380
India,Mizoram,Mamit,2016,Mamit2016,.,380
India,Mizoram,Mamit,2017,Mamit2017,29.56,380
India,Mizoram,Mamit,2018,Mamit2018,46.62,380
India,Telangana,Mancherial,2012,Mancherial2012,90.425,381
India,Telangana,Mancherial,2016,Mancherial2016,.,381
India,Telangana,Mancherial,2017,Mancherial2017,47.2,381
India,Himachal Pradesh,Mandi,2011,Mandi2011,58,382
India,Himachal Pradesh,Mandi,2013,Mandi2013,79.315,382
India,Himachal Pradesh,Mandi,2014,Mandi2014,34.29,382
India,Himachal Pradesh,Mandi,2016,Mandi2016,529.17,382
India,Himachal Pradesh,Mandi,2017,Mandi2017,564.519,382
India,Himachal Pradesh,Mandi,2018,Mandi2018,483.24,382
India,Madhya Pradesh,Mandla,2011,Mandla2011,254.57,383
India,Madhya Pradesh,Mandla,2012,Mandla2012,111.465,383
India,Madhya Pradesh,Mandla,2013,Mandla2013,7.5,383
India,Madhya Pradesh,Mandla,2015,Mandla2015,2.32,383
India,Madhya Pradesh,Mandla,2016,Mandla2016,149.06,383
India,Madhya Pradesh,Mandla,2017,Mandla2017,91.74,383
India,Madhya Pradesh,Mandla,2018,Mandla2018,.,383
India,Madhya Pradesh,Mandsaur,2011,Mandsaur2011,51.6,384
India,Madhya Pradesh,Mandsaur,2012,Mandsaur2012,322.515,384
India,Madhya Pradesh,Mandsaur,2015,Mandsaur2015,95.37,384
India,Madhya Pradesh,Mandsaur,2016,Mandsaur2016,9.6,384
India,Madhya Pradesh,Mandsaur,2017,Mandsaur2017,15.6,384
India,Madhya Pradesh,Mandsaur,2018,Mandsaur2018,.,384
India,Karnataka,Mandya,2013,Mandya2013,.,385
India,Punjab,Mansa,2012,Mansa2012,142.58,386
India,Punjab,Mansa,2013,Mansa2013,3.31,386
India,Punjab,Mansa,2014,Mansa2014,6,386
India,Assam,Marigaon,2012,Marigaon2012,21.471,387
India,Assam,Marigaon,2013,Marigaon2013,27.62,387
India,Assam,Marigaon,2016,Marigaon2016,22.17,387
India,Assam,Marigaon,2017,Marigaon2017,120.896,387
India,Assam,Marigaon,2018,Marigaon2018,24.82,387
India,Uttar Pradesh,Mathura,2012,Mathura2012,49.336,388
India,Uttar Pradesh,Mathura,2018,Mathura2018,17.25,388
India,Uttar Pradesh,Mau,2011,Mau2011,23.55,389
India,Uttar Pradesh,Mau,2012,Mau2012,71.7,389
India,Uttar Pradesh,Mau,2018,Mau2018,9.5,389
India,Tamil Nadu,Mayiladuthurai,2012,Mayiladuthurai2012,56.137,390
India,Tamil Nadu,Mayiladuthurai,2014,Mayiladuthurai2014,38.61,390
India,Tamil Nadu,Mayiladuthurai,2016,Mayiladuthurai2016,109.397,390
India,Tamil Nadu,Mayiladuthurai,2018,Mayiladuthurai2018,46.121,390
India,Odisha,Mayurbhanj,2011,Mayurbhanj2011,410.75,391
India,Odisha,Mayurbhanj,2012,Mayurbhanj2012,296.78,391
India,Odisha,Mayurbhanj,2013,Mayurbhanj2013,204.971,391
India,Odisha,Mayurbhanj,2016,Mayurbhanj2016,684.439,391
India,Odisha,Mayurbhanj,2017,Mayurbhanj2017,802.54,391
India,Odisha,Mayurbhanj,2018,Mayurbhanj2018,117.475,391
India,Telangana,Medak,2016,Medak2016,.,392
India,West Bengal,Medinipur East,2011,Medinipur East2011,99.95,393
India,West Bengal,Medinipur East,2012,Medinipur East2012,174.12,393
India,West Bengal,Medinipur East,2013,Medinipur East2013,.,393
India,West Bengal,Medinipur East,2014,Medinipur East2014,70.75,393
India,West Bengal,Medinipur East,2016,Medinipur East2016,69.7,393
India,West Bengal,Medinipur East,2017,Medinipur East2017,101.67,393
India,West Bengal,Medinipur East,2018,Medinipur East2018,.,393
India,West Bengal,Medinipur West,2011,Medinipur West2011,103.2,394
India,West Bengal,Medinipur West,2012,Medinipur West2012,910.413,394
India,West Bengal,Medinipur West,2013,Medinipur West2013,622.645,394
India,West Bengal,Medinipur West,2016,Medinipur West2016,259.034,394
India,West Bengal,Medinipur West,2017,Medinipur West2017,913.11,394
India,West Bengal,Medinipur West,2018,Medinipur West2018,.,394
India,Uttar Pradesh,Meerut,2012,Meerut2012,101.679,395
India,Uttar Pradesh,Meerut,2018,Meerut2018,10.01,395
India,Uttar Pradesh,Mirzapur,2011,Mirzapur2011,20.95,396
India,Uttar Pradesh,Mirzapur,2012,Mirzapur2012,186.5,396
India,Punjab,Moga,2012,Moga2012,155.56,397
India,Punjab,Moga,2014,Moga2014,22.09,397
India,Nagaland,Mokokchung,2018,Mokokchung2018,.,398
India,Nagaland,Mon,2011,Mon2011,14.2,399
India,Nagaland,Mon,2017,Mon2017,6,399
India,Uttar Pradesh,Moradabad,2012,Moradabad2012,48.77,400
India,Uttar Pradesh,Moradabad,2018,Moradabad2018,11.345,400
India,Gujarat,Morbi,2012,Morbi2012,1,401
India,Gujarat,Morbi,2013,Morbi2013,17.25,401
India,Madhya Pradesh,Morena,2012,Morena2012,22.35,402
India,Madhya Pradesh,Morena,2013,Morena2013,11.655,402
India,Madhya Pradesh,Morena,2015,Morena2015,32.814,402
India,Madhya Pradesh,Morena,2017,Morena2017,10.875,402
India,Telangana,Mulugu,2012,Mulugu2012,9.57,403
India,Telangana,Mulugu,2016,Mulugu2016,2.7,403
India,Telangana,Mulugu,2017,Mulugu2017,43.005,403
India,Chhattisgarh,Mungeli,2011,Mungeli2011,53.49,404
India,Chhattisgarh,Mungeli,2012,Mungeli2012,104.932,404
India,Chhattisgarh,Mungeli,2013,Mungeli2013,60.53,404
India,Chhattisgarh,Mungeli,2016,Mungeli2016,2.1,404
India,Chhattisgarh,Mungeli,2018,Mungeli2018,31,404
India,Bihar,Munger,2012,Munger2012,99.433,405
India,Bihar,Munger,2013,Munger2013,110.621,405
India,Bihar,Munger,2016,Munger2016,10.113,405
India,Bihar,Munger,2017,Munger2017,21.274,405
India,West Bengal,Murshidabad,2011,Murshidabad2011,110.258,406
India,West Bengal,Murshidabad,2012,Murshidabad2012,394.381,406
India,West Bengal,Murshidabad,2016,Murshidabad2016,209.29,406
India,West Bengal,Murshidabad,2017,Murshidabad2017,118.266,406
India,West Bengal,Murshidabad,2018,Murshidabad2018,.,406
India,Uttar Pradesh,Muzaffarnagar,2012,Muzaffarnagar2012,95.29,407
India,Bihar,Muzaffarpur,2011,Muzaffarpur2011,.,408
India,Bihar,Muzaffarpur,2012,Muzaffarpur2012,29.319,408
India,Bihar,Muzaffarpur,2013,Muzaffarpur2013,343.502,408
India,Bihar,Muzaffarpur,2016,Muzaffarpur2016,23.499,408
India,Bihar,Muzaffarpur,2017,Muzaffarpur2017,36.346,408
India,Bihar,Muzaffarpur,2018,Muzaffarpur2018,.,408
India,Karnataka,Mysuru,2012,Mysuru2012,8.11,409
India,Karnataka,Mysuru,2013,Mysuru2013,.,409
India,Odisha,Nabarangpur,2011,Nabarangpur2011,67.65,410
India,Odisha,Nabarangpur,2012,Nabarangpur2012,370.63,410
India,Odisha,Nabarangpur,2013,Nabarangpur2013,88.93,410
India,Odisha,Nabarangpur,2016,Nabarangpur2016,84.61,410
India,Odisha,Nabarangpur,2017,Nabarangpur2017,360.35,410
India,Odisha,Nabarangpur,2018,Nabarangpur2018,96.798,410
India,West Bengal,Nadia,2011,Nadia2011,25.17,411
India,West Bengal,Nadia,2012,Nadia2012,174.725,411
India,West Bengal,Nadia,2014,Nadia2014,218.097,411
India,West Bengal,Nadia,2015,Nadia2015,.,411
India,West Bengal,Nadia,2016,Nadia2016,250.521,411
India,West Bengal,Nadia,2017,Nadia2017,120.799,411
India,West Bengal,Nadia,2018,Nadia2018,.,411
India,Assam,Nagaon,2012,Nagaon2012,62.559,412
India,Assam,Nagaon,2013,Nagaon2013,54.53,412
India,Assam,Nagaon,2016,Nagaon2016,56.08,412
India,Assam,Nagaon,2017,Nagaon2017,158.03,412
India,Assam,Nagaon,2018,Nagaon2018,111.189,412
India,Tamil Nadu,Nagapattinam,2012,Nagapattinam2012,76.666,413
India,Tamil Nadu,Nagapattinam,2014,Nagapattinam2014,38.62,413
India,Tamil Nadu,Nagapattinam,2016,Nagapattinam2016,90.747,413
India,Tamil Nadu,Nagapattinam,2018,Nagapattinam2018,80.836,413
India,Rajasthan,Nagaur,2011,Nagaur2011,266.02,414
India,Rajasthan,Nagaur,2012,Nagaur2012,36.75,414
India,Rajasthan,Nagaur,2013,Nagaur2013,338.4,414
India,Rajasthan,Nagaur,2016,Nagaur2016,338.825,414
India,Maharashtra,Nagpur,2012,Nagpur2012,8.8,415
India,Uttarakhand,Nainital,2012,Nainital2012,87.43,416
India,Uttarakhand,Nainital,2013,Nainital2013,68.314,416
India,Uttarakhand,Nainital,2016,Nainital2016,51.05,416
India,Uttarakhand,Nainital,2017,Nainital2017,166.517,416
India,Uttarakhand,Nainital,2018,Nainital2018,286.932,416
India,Uttarakhand,Nainital,2021,Nainital2021,46.832,416
India,Bihar,Nalanda,2012,Nalanda2012,72.483,417
India,Bihar,Nalanda,2013,Nalanda2013,269.263,417
India,Bihar,Nalanda,2016,Nalanda2016,55.812,417
India,Bihar,Nalanda,2017,Nalanda2017,15.058,417
India,Bihar,Nalanda,2018,Nalanda2018,.,417
India,Bihar,Nalanda,2020,Nalanda2020,.,417
India,Assam,Nalbari,2012,Nalbari2012,19.14,418
India,Assam,Nalbari,2013,Nalbari2013,9.809999,418
India,Assam,Nalbari,2017,Nalbari2017,62.191,418
India,Assam,Nalbari,2018,Nalbari2018,27.745,418
India,Telangana,Nalgonda,2016,Nalgonda2016,.,419
India,Tamil Nadu,Namakkal,2012,Namakkal2012,31.31,420
India,Tamil Nadu,Namakkal,2014,Namakkal2014,31.17,420
India,Tamil Nadu,Namakkal,2016,Namakkal2016,11.685,420
India,Tamil Nadu,Namakkal,2018,Namakkal2018,23.895,420
India,Arunachal Pradesh,Namsai,2016,Namsai2016,26.91,421
India,Arunachal Pradesh,Namsai,2017,Namsai2017,7.11,421
India,Arunachal Pradesh,Namsai,2018,Namsai2018,3.4,421
India,Maharashtra,Nanded,2012,Nanded2012,.,422
India,Maharashtra,Nanded,2013,Nanded2013,48.2,422
India,Maharashtra,Nandurbar,2012,Nandurbar2012,196.98,423
India,Maharashtra,Nandurbar,2013,Nandurbar2013,130.89,423
India,Maharashtra,Nandurbar,2017,Nandurbar2017,74.075,423
India,Telangana,Narayanpet,2016,Narayanpet2016,.,424
India,Chhattisgarh,Narayanpur,2012,Narayanpur2012,32.98,425
India,Chhattisgarh,Narayanpur,2016,Narayanpur2016,71.655,425
India,Chhattisgarh,Narayanpur,2018,Narayanpur2018,191.55,425
India,Gujarat,Narmada,2011,Narmada2011,55.4,426
India,Gujarat,Narmada,2013,Narmada2013,76.5,426
India,Gujarat,Narmada,2018,Narmada2018,.,426
India,Madhya Pradesh,Narsinghpur,2012,Narsinghpur2012,259.44,427
India,Madhya Pradesh,Narsinghpur,2013,Narsinghpur2013,111.26,427
India,Madhya Pradesh,Narsinghpur,2015,Narsinghpur2015,81.08,427
India,Madhya Pradesh,Narsinghpur,2016,Narsinghpur2016,45.36,427
India,Madhya Pradesh,Narsinghpur,2017,Narsinghpur2017,7.85,427
India,Madhya Pradesh,Narsinghpur,2018,Narsinghpur2018,13.1,427
India,Maharashtra,Nashik,2012,Nashik2012,44.635,428
India,Maharashtra,Nashik,2013,Nashik2013,45.272,428
India,Maharashtra,Nashik,2017,Nashik2017,20.08,428
India,Gujarat,Navsari,2013,Navsari2013,161.77,429
India,Bihar,Nawada,2011,Nawada2011,137.218,430
India,Bihar,Nawada,2013,Nawada2013,454.713,430
India,Bihar,Nawada,2016,Nawada2016,188.476,430
India,Bihar,Nawada,2017,Nawada2017,90.778,430
India,Bihar,Nawada,2018,Nawada2018,11.673,430
India,Bihar,Nawada,2020,Nawada2020,.,430
India,Odisha,Nayagarh,2011,Nayagarh2011,56.6,431
India,Odisha,Nayagarh,2012,Nayagarh2012,378.555,431
India,Odisha,Nayagarh,2013,Nayagarh2013,.,431
India,Odisha,Nayagarh,2016,Nayagarh2016,318,431
India,Odisha,Nayagarh,2017,Nayagarh2017,104.96,431
India,Odisha,Nayagarh,2018,Nayagarh2018,4,431
India,Madhya Pradesh,Neemuch,2011,Neemuch2011,49.9,432
India,Madhya Pradesh,Neemuch,2012,Neemuch2012,213.715,432
India,Madhya Pradesh,Neemuch,2015,Neemuch2015,4,432
India,Andaman And Nicobar Islands,Nicobars,2018,Nicobars2018,.,433
India,Telangana,Nirmal,2012,Nirmal2012,67.275,434
India,Telangana,Nirmal,2016,Nirmal2016,1.675,434
India,Telangana,Nirmal,2017,Nirmal2017,17.82,434
India,Madhya Pradesh,Niwari,2011,Niwari2011,17.25,435
India,Madhya Pradesh,Niwari,2012,Niwari2012,77.6,435
India,Madhya Pradesh,Niwari,2015,Niwari2015,37.35,435
India,Madhya Pradesh,Niwari,2016,Niwari2016,.,435
India,Madhya Pradesh,Niwari,2017,Niwari2017,18.325,435
India,Madhya Pradesh,Niwari,2018,Niwari2018,.,435
India,Telangana,Nizamabad,2016,Nizamabad2016,.,436
India,Manipur,Noney,2013,Noney2013,.,437
India,Manipur,Noney,2014,Noney2014,.,437
India,Manipur,Noney,2017,Noney2017,.,437
India,Manipur,Noney,2018,Noney2018,.,437
India,Manipur,Noney,2020,Noney2020,.,437
India,Andaman And Nicobar Islands,North And Middle Andaman,2017,North And Middle Andaman2017,32.304,438
India,Andaman And Nicobar Islands,North And Middle Andaman,2018,North And Middle Andaman2018,15.996,438
India,Sikkim,North District,2011,North District2011,9.155,439
India,Sikkim,North District,2013,North District2013,7.8,439
India,Sikkim,North District,2014,North District2014,25.73,439
India,Sikkim,North District,2016,North District2016,119.059,439
India,Sikkim,North District,2017,North District2017,99.35,439
India,Sikkim,North District,2020,North District2020,.,439
India,Sikkim,North District,2021,North District2021,.,439
India,Meghalaya,North Garo Hills,2011,North Garo Hills2011,.,440
India,Meghalaya,North Garo Hills,2013,North Garo Hills2013,48.963,440
India,Meghalaya,North Garo Hills,2017,North Garo Hills2017,.,440
India,Meghalaya,North Garo Hills,2018,North Garo Hills2018,21.162,440
India,Tripura,North Tripura,2011,North Tripura2011,52.656,441
India,Tripura,North Tripura,2013,North Tripura2013,100.629,441
India,Tripura,North Tripura,2016,North Tripura2016,27.931,441
India,Tripura,North Tripura,2017,North Tripura2017,10.096,441
India,Tripura,North Tripura,2018,North Tripura2018,6.192,441
India,Odisha,Nuapada,2011,Nuapada2011,309.65,442
India,Odisha,Nuapada,2012,Nuapada2012,136.34,442
India,Odisha,Nuapada,2013,Nuapada2013,143.3,442
India,Odisha,Nuapada,2016,Nuapada2016,162.72,442
India,Odisha,Nuapada,2017,Nuapada2017,69.14,442
India,Odisha,Nuapada,2018,Nuapada2018,3.4,442
India,Maharashtra,Osmanabad,2012,Osmanabad2012,.,443
India,Arunachal Pradesh,Pakke Kessang,2012,Pakke Kessang2012,3.8,444
India,Arunachal Pradesh,Pakke Kessang,2016,Pakke Kessang2016,67.97,444
India,Arunachal Pradesh,Pakke Kessang,2017,Pakke Kessang2017,3.9,444
India,Arunachal Pradesh,Pakke Kessang,2018,Pakke Kessang2018,67.97,444
India,Jharkhand,Pakur,2012,Pakur2012,170.35,445
India,Jharkhand,Pakur,2013,Pakur2013,45.78,445
India,Jharkhand,Pakur,2016,Pakur2016,93.91,445
India,Kerala,Palakkad,2013,Palakkad2013,133.995,446
India,Kerala,Palakkad,2018,Palakkad2018,13.009,446
India,Jharkhand,Palamu,2012,Palamu2012,7.9,447
India,Jharkhand,Palamu,2013,Palamu2013,358.25,447
India,Jharkhand,Palamu,2016,Palamu2016,140.42,447
India,Jharkhand,Palamu,2017,Palamu2017,164.147,447
India,Jharkhand,Palamu,2018,Palamu2018,84.435,447
India,Maharashtra,Palghar,2012,Palghar2012,30.24,448
India,Maharashtra,Palghar,2013,Palghar2013,14.63,448
India,Rajasthan,Pali,2011,Pali2011,79.05,449
India,Rajasthan,Pali,2012,Pali2012,29.625,449
India,Rajasthan,Pali,2013,Pali2013,74.83,449
India,Rajasthan,Pali,2016,Pali2016,87.545,449
India,Gujarat,Panch Mahals,2011,Panch Mahals2011,7.71,450
India,Gujarat,Panch Mahals,2012,Panch Mahals2012,131.5,450
India,Gujarat,Panch Mahals,2013,Panch Mahals2013,75.595,450
India,Madhya Pradesh,Panna,2012,Panna2012,109.44,451
India,Madhya Pradesh,Panna,2013,Panna2013,29.86,451
India,Madhya Pradesh,Panna,2015,Panna2015,156.45,451
India,Madhya Pradesh,Panna,2016,Panna2016,117.1,451
India,Madhya Pradesh,Panna,2017,Panna2017,16.85,451
India,Madhya Pradesh,Panna,2018,Panna2018,.,451
India,Arunachal Pradesh,Papum Pare,2012,Papum Pare2012,19.64,452
India,Arunachal Pradesh,Papum Pare,2013,Papum Pare2013,80.42,452
India,Arunachal Pradesh,Papum Pare,2016,Papum Pare2016,52,452
India,Arunachal Pradesh,Papum Pare,2017,Papum Pare2017,56.71,452
India,Arunachal Pradesh,Papum Pare,2018,Papum Pare2018,285.25,452
India,Maharashtra,Parbhani,2012,Parbhani2012,4.12,453
India,Maharashtra,Parbhani,2017,Parbhani2017,0.85,453
India,West Bengal,Paschim Bardhaman,2011,Paschim Bardhaman2011,24.85,454
India,West Bengal,Paschim Bardhaman,2012,Paschim Bardhaman2012,7.12,454
India,West Bengal,Paschim Bardhaman,2014,Paschim Bardhaman2014,31.995,454
India,West Bengal,Paschim Bardhaman,2016,Paschim Bardhaman2016,31.2,454
India,West Bengal,Paschim Bardhaman,2017,Paschim Bardhaman2017,41.992,454
India,West Bengal,Paschim Bardhaman,2018,Paschim Bardhaman2018,.,454
India,Bihar,Pashchim Champaran,2012,Pashchim Champaran2012,218.983,455
India,Bihar,Pashchim Champaran,2013,Pashchim Champaran2013,420.91,455
India,Bihar,Pashchim Champaran,2016,Pashchim Champaran2016,100.632,455
India,Bihar,Pashchim Champaran,2017,Pashchim Champaran2017,74.763,455
India,Bihar,Pashchim Champaran,2018,Pashchim Champaran2018,15.284,455
India,Gujarat,Patan,2013,Patan2013,61.62,456
India,Kerala,Pathanamthitta,2013,Pathanamthitta2013,62.146,457
India,Punjab,Pathankot,2011,Pathankot2011,63.93,458
India,Punjab,Pathankot,2012,Pathankot2012,1.9,458
India,Punjab,Pathankot,2013,Pathankot2013,20.5,458
India,Punjab,Pathankot,2014,Pathankot2014,6.185,458
India,Punjab,Patiala,2012,Patiala2012,89.77,459
India,Punjab,Patiala,2013,Patiala2013,5.5,459
India,Punjab,Patiala,2014,Patiala2014,38.32,459
India,Bihar,Patna,2011,Patna2011,.,460
India,Bihar,Patna,2012,Patna2012,95.72701,460
India,Bihar,Patna,2013,Patna2013,162.825,460
India,Bihar,Patna,2016,Patna2016,21.078,460
India,Bihar,Patna,2017,Patna2017,3.875,460
India,Bihar,Patna,2018,Patna2018,.,460
India,Uttarakhand,Pauri Garhwal,2011,Pauri Garhwal2011,5.25,461
India,Uttarakhand,Pauri Garhwal,2012,Pauri Garhwal2012,126.71,461
India,Uttarakhand,Pauri Garhwal,2013,Pauri Garhwal2013,381.441,461
India,Uttarakhand,Pauri Garhwal,2016,Pauri Garhwal2016,95.15,461
India,Uttarakhand,Pauri Garhwal,2017,Pauri Garhwal2017,278.375,461
India,Uttarakhand,Pauri Garhwal,2018,Pauri Garhwal2018,526.603,461
India,Uttarakhand,Pauri Garhwal,2021,Pauri Garhwal2021,19,461
India,Telangana,Peddapalli,2017,Peddapalli2017,6.098,462
India,Tamil Nadu,Perambalur,2012,Perambalur2012,67.915,463
India,Tamil Nadu,Perambalur,2014,Perambalur2014,46.72,463
India,Tamil Nadu,Perambalur,2016,Perambalur2016,42.97,463
India,Tamil Nadu,Perambalur,2018,Perambalur2018,10.36,463
India,Nagaland,Peren,2011,Peren2011,57,464
India,Nagaland,Peren,2017,Peren2017,21,464
India,Nagaland,Peren,2018,Peren2018,7.5,464
India,Nagaland,Phek,2011,Phek2011,.,465
India,Nagaland,Phek,2017,Phek2017,.,465
India,Nagaland,Phek,2018,Phek2018,.,465
India,Uttar Pradesh,Pilibhit,2011,Pilibhit2011,1.8,466
India,Uttar Pradesh,Pilibhit,2012,Pilibhit2012,62.15,466
India,Uttar Pradesh,Pilibhit,2018,Pilibhit2018,5.4,466
India,Uttarakhand,Pithoragarh,2012,Pithoragarh2012,139.47,467
India,Uttarakhand,Pithoragarh,2013,Pithoragarh2013,149.652,467
India,Uttarakhand,Pithoragarh,2016,Pithoragarh2016,339.339,467
India,Uttarakhand,Pithoragarh,2017,Pithoragarh2017,108.725,467
India,Uttarakhand,Pithoragarh,2018,Pithoragarh2018,798.118,467
India,Uttarakhand,Pithoragarh,2021,Pithoragarh2021,86.159,467
India,Jammu And Kashmir,Poonch,2011,Poonch2011,105,468
India,Jammu And Kashmir,Poonch,2012,Poonch2012,26.5,468
India,Jammu And Kashmir,Poonch,2016,Poonch2016,125,468
India,Jammu And Kashmir,Poonch,2017,Poonch2017,47.5,468
India,Jammu And Kashmir,Poonch,2018,Poonch2018,57.9,468
India,Gujarat,Porbandar,2013,Porbandar2013,4,469
India,Andhra Pradesh,Prakasam,2017,Prakasam2017,.,470
India,Uttar Pradesh,Pratapgarh,2011,Pratapgarh2011,110.63,471
